// Reference=MNI

// 10388802-1
// Subjects=20
-22.0	-41.0	-13.0
44.0	6.0	40.0
-2.0	10.0	46.0
16.0	-74.0	39.0
-6.0	6.0	40.0
24.0	-78.0	30.0
26.0	-59.0	64.0
34.0	-54.0	49.0
-4.0	-6.0	2.0
57.0	-43.0	39.0
-59.0	2.0	2.0
-59.0	1.0	11.0
-59.0	-11.0	6.0
50.0	-46.0	48.0
-34.0	15.0	-7.0
53.0	-45.0	32.0
-2.0	10.0	47.0
-28.0	-36.0	-15.0
8.0	-54.0	12.0
-18.0	-32.0	-15.0
-18.0	-40.0	-15.0
53.0	-4.0	41.0
-6.0	30.0	26.0
46.0	0.0	46.0
16.0	-78.0	37.0
-2.0	15.0	25.0
34.0	-62.0	45.0
-6.0	29.0	26.0
12.0	-97.0	9.0
-4.0	-17.0	10.0
4.0	-17.0	12.0
4.0	-13.0	4.0
-10.0	-50.0	8.0
-2.0	10.0	46.0
4.0	16.0	51.0
-18.0	64.0	6.0
-30.0	52.0	21.0
-8.0	-63.0	20.0
-28.0	25.0	-13.0

// 16480749-1
// Subjects=20
-33.0	21.0	51.0
-45.0	-21.0	-30.0
45.0	-66.0	45.0
12.0	-84.0	9.0
33.0	-72.0	51.0
-9.0	-102.0	18.0
-45.0	15.0	45.0
48.0	-63.0	45.0
-6.0	-24.0	-18.0
-15.0	-84.0	9.0
-12.0	-75.0	-12.0
12.0	-3.0	21.0
-9.0	36.0	39.0
-27.0	-18.0	51.0
-60.0	-24.0	-21.0
54.0	-15.0	21.0
3.0	-42.0	-3.0
-12.0	9.0	-6.0
51.0	-54.0	27.0
48.0	48.0	9.0
21.0	-96.0	3.0
33.0	-90.0	6.0
54.0	-33.0	27.0
39.0	-3.0	-33.0
18.0	-6.0	42.0
-48.0	-33.0	27.0
-27.0	60.0	15.0
-33.0	18.0	-9.0
39.0	-18.0	27.0
36.0	24.0	45.0
45.0	36.0	33.0
6.0	-75.0	42.0
-15.0	57.0	-6.0
63.0	18.0	12.0
27.0	24.0	18.0
-6.0	36.0	42.0
-9.0	54.0	12.0
-42.0	48.0	15.0
-42.0	-33.0	-18.0
39.0	15.0	12.0
-24.0	-36.0	-21.0
6.0	-90.0	0.0
-42.0	-45.0	48.0
-63.0	-30.0	0.0
-33.0	15.0	57.0
66.0	-39.0	21.0
45.0	54.0	0.0
57.0	-39.0	-12.0
-21.0	-96.0	12.0

// 16492377-1
// Subjects=20
-30.0	6.0	56.0
-12.0	10.0	-6.0
4.0	-28.0	-14.0
14.0	28.0	44.0
12.0	18.0	44.0
-30.0	48.0	12.0
-42.0	28.0	28.0
-30.0	-34.0	-16.0
6.0	-26.0	-2.0
-42.0	-50.0	38.0
12.0	18.0	-16.0
-42.0	8.0	32.0
10.0	22.0	0.0
-22.0	-40.0	-20.0
20.0	-32.0	-20.0
-4.0	44.0	4.0
-12.0	-24.0	-16.0
28.0	10.0	54.0
-10.0	16.0	0.0
8.0	10.0	54.0
48.0	-72.0	32.0
-34.0	-88.0	30.0
4.0	38.0	6.0
-34.0	14.0	-14.0
-6.0	-74.0	48.0
16.0	-54.0	8.0

// 16513369-1
// Subjects=20
-12.0	11.0	66.0
30.0	35.0	-5.0
-6.0	-56.0	12.0
18.0	-10.0	0.0
50.0	22.0	19.0
12.0	27.0	26.0
32.0	-91.0	-4.0
-12.0	37.0	42.0
-10.0	5.0	24.0
-57.0	-24.0	-11.0
20.0	56.0	-6.0
-26.0	27.0	-5.0
-42.0	27.0	-1.0
-32.0	-69.0	48.0
2.0	22.0	19.0
-42.0	20.0	19.0
-27.0	-92.0	-9.0
18.0	-96.0	27.0
28.0	5.0	-14.0
53.0	11.0	-19.0
32.0	-14.0	-16.0
-50.0	-19.0	43.0
-4.0	-37.0	27.0
40.0	-66.0	38.0
48.0	41.0	9.0
-61.0	-2.0	0.0
-48.0	42.0	15.0
16.0	45.0	26.0
30.0	60.0	3.0
28.0	10.0	46.0
-2.0	9.0	-9.0
-57.0	-56.0	-2.0
-16.0	54.0	-9.0
30.0	49.0	5.0
26.0	-59.0	-17.0
-51.0	11.0	-19.0
-53.0	-45.0	24.0
36.0	32.0	16.0
-38.0	-88.0	-6.0
0.0	35.0	6.0
-6.0	4.0	7.0

// 16525800-1
// Subjects=20
-30.0	21.0	-12.0
18.0	-75.0	45.0
6.0	-63.0	57.0
-33.0	-57.0	-33.0
-54.0	-69.0	0.0
-30.0	-72.0	24.0
24.0	18.0	3.0
-9.0	21.0	36.0
30.0	24.0	-6.0
0.0	-51.0	-21.0
15.0	-66.0	54.0
39.0	-45.0	54.0
45.0	15.0	39.0
36.0	39.0	36.0
-24.0	-69.0	57.0
-33.0	-36.0	33.0
-27.0	-81.0	33.0
-36.0	-36.0	30.0
0.0	-69.0	-30.0
6.0	21.0	42.0
15.0	-9.0	21.0
3.0	-18.0	15.0
54.0	21.0	0.0
-9.0	-75.0	48.0
3.0	-18.0	15.0
3.0	-63.0	57.0
42.0	0.0	-33.0
15.0	-66.0	54.0
24.0	-51.0	-33.0
0.0	-63.0	57.0
42.0	54.0	-6.0
36.0	-72.0	33.0
24.0	-60.0	18.0
-24.0	-63.0	57.0
0.0	-21.0	12.0
